Accounts,الحسابات,
Accounts Payable,الحسابات الدائنة,
Accounts Payable Summary,ملخص الحسابات المستحقة للدفع,
Accounts Receivable,الحسابات المدينة,
Accounts Receivable Summary,ملخص الحسابات المدينة,
Accounts table cannot be blank.,جدول الحسابات لا يمكن أن يكون فارغا.,
Accumulated Depreciation,إستهلاك متراكم,
Accumulated Depreciation Amount,قيمة الاستهلاك المتراكمة,
Accumulated Depreciation as on,الاستهلاك المتراكم كما في,
Accumulated Monthly,متراكمة شهريا,
Accumulated Values,القيم المتراكمة,
Accumulated Values in Group Company,القيم المتراكمة في مجموعة الشركة,
Achieved ({}),حقق ({}),
Action Initialised,العمل مهيأ,
Activity Cost exists for Employee {0} against Activity Type - {1},تكلفة النشاط موجودة للموظف {0} مقابل نوع النشاط - {1},
Activity Cost per Employee,تكلفة النشاط لكل موظف,
Activity Type,نوع النشاط,
Actual Cost,التكلفة الفعلية,
Actual Delivery Date,تاريخ التسليم الفعلي,
Actual Qty,الكمية الفعلية,
Actual Qty is mandatory,الكمية الفعلية هي إلزامية,
Actual Qty {0} / Waiting Qty {1},الكمية الفعلية {0} / الكمية المنتظره {1},
Actual Qty: Quantity available in the warehouse.,الكمية الفعلية : الكمية المتوفرة في المستودع.,
Actual qty in stock,الكمية الفعلية في المخزون,
Actual type tax cannot be included in Item rate in row {0},نوع الضريبة الفعلي لا يمكن تضمينه في معدل الصنف في الصف {0},
Add / Edit Prices,إضافة و تعديل الأسعار,
Add Customers,إضافة العملاء,
Add Employees,إضافة موظفين,
Add Item,اضافة بند,
Add Items,إضافة بنود,
Add Leads,إضافة العملاء المحتملين,
Add Multiple Tasks,إضافة مهام متعددة,
Add Sales Partners,إضافة شركاء المبيعات,
Add Serial No,إضافة رقم تسلسلي,
Add Students,أضف طلاب,
Add Suppliers,إضافة الموردين,
Add Time Slots,إضافة فترة زمنية,
Add Timesheets,إضافة جداول زمنية,
Add Timeslots,إضافة فسحات زمنية,
Add Users to Marketplace,إضافة مستخدمين إلى السوق,
Add a new address,أضف عنوانا جديدا,
Add cards or custom sections on homepage,إضافة بطاقات أو أقسام مخصصة على الصفحة الرئيسية,
Add more items or open full form,إضافة المزيد من الأصناف أو فتح نموذج كامل,
Add notes,أضف ملاحظات,
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,أضف بقية أفراد مؤسستك كمستخدمين. يمكنك أيضا إضافة دعوة العملاء إلى بوابتك عن طريق إضافتهم من جهات الاتصال,
Add/Remove Recipients,إضافة / إزالة المستلمين,
Added,تم الاضافة,
Added {0} users,تمت إضافة {0} مستخدمين,
Additional Salary Component Exists.,مكون الراتب الإضافي موجود.,
Address Name,اسم العنوان,
Administrative Expenses,نفقات إدارية,
Administrative Officer,موظف إداري,
Admission,القبول,
Admission and Enrollment,القبول والتسجيل,
Admissions for {0},قبول ل {0},
Admit,يتقدم,
Admitted,قُبل,
Advance Amount,المبلغ مقدما,
Advance Payments,دفعات مقدمة,
Advance account currency should be same as company currency {0},يجب أن تكون عملة الحساب المسبق مماثلة لعملة الشركة {0},
Advance amount cannot be greater than {0} {1},قيمة الدفعة المقدمة لا يمكن أن تكون أكبر من {0} {1},
Advertising,الدعاية,
Aerospace,الفضاء,
Against,مقابل,
Against Account,الحساب المقابل,
Against Journal Entry {0} does not have any unmatched {1} entry,قيد اليومية المقابل {0} لا يحتوى مدخل {1} غير مطابق,
Against Journal Entry {0} is already adjusted against some other voucher,قيد اليومية {0} تمت تسويته بالفعل مقابل سند آخر,
Against Supplier Invoice {0} dated {1},مقابل فاتورة المورد {0} بتاريخ {1},
Against Voucher,مقابل إيصال,
Against Voucher Type,مقابل إيصال نوع,
Age,عمر,
Age (Days),(العمر (أيام,
Ageing Based On,العمرعلى أساس,
Ageing Range 1,مدى العمر 1,
Ageing Range 2,مدى العمر 2,
Ageing Range 3,مدى العمر 3,
Agriculture,الزراعة,
Agriculture (beta),الزراعة (تجريبي),
Airline,الطيران,
All Accounts,جميع الحسابات,
All Addresses.,جميع العناوين.,
All Assessment Groups,جميع مجموعات التقييم,
All BOMs,كل قوائم المواد,
All Contacts.,جميع جهات الاتصال.,
All Customer Groups,جميع مجموعات العملاء,
All Departments,جميع الاقسام,
All Healthcare Service Units,جميع وحدات خدمات الرعاية الصحية,
All Item Groups,كل مجموعات الأصناف,
All Products,جميع المنتجات,
All Products or Services.,جميع المنتجات أو الخدمات.,
All Student Admissions,قبول جميع الطلاب,
All Supplier Groups,جميع مجموعات الموردين,
All Supplier scorecards.,جميع نتائج الموردين,
All Territories,جميع الأقاليم,
All Warehouses,جميع المخازن,
All communications including and above this shall be moved into the new Issue,يجب نقل جميع الاتصالات بما في ذلك وما فوقها إلى الإصدار الجديد,
All items have already been transferred for this Work Order.,تم نقل جميع الأصناف بالفعل لأمر التشغيل هذا.,
All other ITC,جميع ITC الأخرى,
All the mandatory Task for employee creation hasn't been done yet.,لم يتم تنفيذ جميع المهام الإلزامية لإنشاء الموظفين حتى الآن.,
Allocate Payment Amount,تخصيص مبلغ الدفع,
Allocated Amount,المبلغ المخصص,
Allocating leaves...,تخصيص الإجازات...,
Already record exists for the item {0},يوجد سجل للصنف {0},
"Already set default in pos profile {0} for user {1}, kindly disabled default",تم تعيين الإعداد الافتراضي في الملف الشخصي لنقطة البيع {0} للمستخدم {1}، يرجى تعطيل الإعداد الافتراضي,
Alternate Item,صنف بديل,
Alternative item must not be same as item code,يجب ألا يكون الصنف البديل هو نفسه رمز الصنف,
Amount After Depreciation,القيمة بعد الاستهلاك,
Amount of Integrated Tax,مقدار الضريبة المتكاملة,
Amount of TDS Deducted,مبلغ TDS المقتطع,
Amount should not be less than zero.,يجب ألا يقل المبلغ عن الصفر.,
Amount to Bill,قيمة الفاتورة,
Amount {0} {1} against {2} {3},مبلغ {0} {1} مقابل {2} {3},
Amount {0} {1} deducted against {2},مبلغ {0} {1} خصم مقابل {2},
Amount {0} {1} transferred from {2} to {3},القيمة {0} {1} نقلت من {2} إلى {3},
Amount {0} {1} {2} {3},القيمة {0} {1} {2} {3},
Amt,الإجمالي,
"An Item Group exists with same name, please change the item name or rename the item group",توجد مجموعة بند بنفس الاسم، يرجى تغيير اسم الصنف أو إعادة تسمية مجموعة الصنف,
An academic term with this 'Academic Year' {0} and 'Term Name' {1} already exists. Please modify these entries and try again.,"يوجد بالفعل فصل دراسي مع ""السنة الدراسية"" {0} و ""اسم الفصل"" {1}. يرجى تعديل هذه القيود والمحاولة مرة أخرى.",
An error occurred during the update process,حدث خطأ أثناء عملية التحديث,
"An item exists with same name ({0}), please change the item group name or rename the item",يوجد بند بنفس الاسم ({0})، يرجى تغيير اسم مجموعة الصنف أو إعادة تسمية الصنف,
Analyst,محلل,
Annual Billing: {0},الفواتير السنوية: {0},
Another Budget record '{0}' already exists against {1} '{2}' and account '{3}' for fiscal year {4},سجل الموازنة الآخر '{0}' موجود بالفعل مقابل {1} '{2}' وحساب '{3}' للسنة المالية {4},
Another Period Closing Entry {0} has been made after {1},قيد إقفال فترة أخرى {0} تم إنشائها بعد {1},
Another Sales Person {0} exists with the same Employee id,مندوب مبيعات آخر {0} موجود بنفس رقم هوية الموظف,
Antibiotic,مضاد حيوي,
Apparel & Accessories,ملابس واكسسوارات,
"Applicable if the company is SpA, SApA or SRL",ينطبق إذا كانت الشركة SpA أو SApA أو SRL,
Applicable if the company is a limited liability company,ينطبق إذا كانت الشركة شركة ذات مسؤولية محدودة,
Applicable if the company is an Individual or a Proprietorship,ينطبق إذا كانت الشركة فردية أو مملوكة,
Application of Funds (Assets),استخدام الاموال (الأصول),
Applied,طلب,
Appointment Confirmation,تأكيد الموعد,
Appointment Duration (mins),المدة الزمنية للموعد (دقيقة),
Appointment Type,نوع الموعد,
Appointment {0} and Sales Invoice {1} cancelled,تم إلغاء الموعد {0} و فاتورة المبيعات {1},
Appointments and Encounters,المواعيد واللقاءات,
Appointments and Patient Encounters,المواعيد ومواجهات المرضى,
Appraisal {0} created for Employee {1} in the given date range,تقييم الاداء {0} تم إنشاؤه للموظف {1} في النطاق الزمني المحدد,
Approving Role cannot be same as role the rule is Applicable To,لا يمكن أن يكون شرط الموافقة هو نفس الشرط الذي تنطبق عليه القاعدة,
Approving User cannot be same as user the rule is Applicable To,المستخدم الذي لدية صلاحية الموافقة لايمكن أن يكون نفس المستخدم الذي تنطبق عليه القاعدة,
"Apps using current key won't be able to access, are you sure?",التطبيقات التي تستخدم المفتاح الحالي لن تتمكن من الدخول، هل انت متأكد؟,
Are you sure you want to cancel this appointment?,هل تريد بالتأكيد إلغاء هذا الموعد؟,
Arrear,متأخر,
As Examiner,كممتحن,
As On Date,كما هو بتاريخ,
As Supervisor,كمشرف,
As per rules 42 & 43 of CGST Rules,وفقًا للقواعد 42 و 43 من قواعد CGST,
As per section 17(5),حسب القسم 17 (5),
Assessment,تقييم,
Assessment Criteria,معايير التقييم,
Assessment Group,فريق التقييم,
Assessment Group: ,مجموعة التقييم:,
Assessment Plan,خطة التقييم,
Assessment Plan Name,اسم خطة التقييم,
Assessment Report,تقرير التقييم,
Assessment Reports,تقارير التقييم,
Assessment Result,نتائج التقييم,
Assessment Result record {0} already exists.,سجل نتيجة التقييم {0} موجود بالفعل.,
Asset,الأصول,
Asset Category,فئة الأصول,
Asset Category is mandatory for Fixed Asset item,فئة الموجودات إلزامية لبنود الموجودات الثابتة,
Asset Maintenance,صيانة الأصول,
Asset Movement,حركة الأصول,
Asset Movement record {0} created,تم إنشاء سجل حركة الأصول {0},
Asset Name,اسم الأصول,
Asset Received But Not Billed,أصل مستلم ولكن غير فاتورة,
Asset Value Adjustment,تعديل قيمة الأصول,
"Asset cannot be cancelled, as it is already {0}",لا يمكن إلغاء الأصل، لانه بالفعل {0},
Asset scrapped via Journal Entry {0},ألغت الأصول عن طريق قيد اليومية {0},
"Asset {0} cannot be scrapped, as it is already {1}",لا يمكن إلغاء الأصل {0}، كما هو بالفعل {1},
Asset {0} does not belong to company {1},الأصل {0} لا ينتمي للشركة {1},
Asset {0} must be submitted,الاصل {0} يجب تقديمه,
Assets,الأصول,
Associate,مساعد,
At least one mode of payment is required for POS invoice.,يلزم وضع واحد نمط واحد للدفع لفاتورة نقطة البيع.,
Atleast one item should be entered with negative quantity in return document,يجب إدخال بند واحد على الأقل مع كمية سالبة في وثيقة الارجاع,
Atleast one of the Selling or Buying must be selected,يجب اختيار واحدة من الخيارات على الاقل اما البيع او الشراء,
Atleast one warehouse is mandatory,على الأقل مستودع واحد إلزامي,
Attach Logo,إرفاق الشعار,
Attendance can not be marked for future dates,لا يمكن اثبات الحضور لتاريخ مستقبلي,
Attendance date can not be less than employee's joining date,تاريخ الحضور لا يمكن أن يكون أقل من تاريخ التحاق الموظف,
Attendance for employee {0} is already marked,تم تسجيل الحضور للموظف {0} بالفعل,
Attendance has been marked successfully.,تم وضع علامة الحضور بنجاح.,
Attendance not submitted for {0} as {1} on leave.,لم يتم إرسال المشاركة {0} كـ {1} في الإجازة.,
Attribute table is mandatory,جدول الخصائص إلزامي,
Attribute {0} selected multiple times in Attributes Table,تم تحديد السمة {0} عدة مرات في جدول السمات,
Authorized Signatory,المخول بالتوقيع,
Auto Material Requests Generated,إنشاء طلب مواد تلقائي,
Auto repeat document updated,تكرار تلقائي للمستندات المحدثة,
Automotive,سيارات,
Available,متاح,
Available Qty,الكمية المتاحة,
Available Selling,المبيعات المتاحة,
Available for use date is required,مطلوب تاريخ متاح للاستخدام,
Available slots,الفتحات المتاحة,
Available {0},متاح {0},
Available-for-use Date should be after purchase date,يجب أن يكون التاريخ متاحًا بعد تاريخ الشراء,
Average Age,متوسط العمر,
Average Rate,المعدل المتوسط,
Avg Daily Outgoing,متوسط الصادرات اليومية,
Avg. Buying Price List Rate,متوسط سعر قائمة أسعار الشراء,
Avg. Selling Price List Rate,متوسط سعر قائمة أسعار البيع,
Avg. Selling Rate,متوسط معدل البيع,
BOM,قائمة المواد,
BOM Browser,متصفح قائمة المواد,
BOM No,رقم قائمة المواد,
BOM Rate,سعر قائمة المواد,
BOM Stock Report,تقرير مخزون قائمة المواد,
BOM and Manufacturing Quantity are required,قائمة المواد وكمية التصنيع مطلوبتان,
BOM does not contain any stock item,لا تحتوي قائمة المواد على أي صنف مخزني,
BOM {0} does not belong to Item {1},قائمة المواد {0} لا تتبع الصنف {1},
BOM {0} must be active,يجب أن تكون قائمة المواد {0} نشطة,
BOM {0} must be submitted,يجب اعتماد قائمة المواد {0},
Balance,الموازنة,
Balance (Dr - Cr),الرصيد (مدين - دائن),
Balance ({0}),الرصيد ({0}),
Balance Qty,كمية الرصيد,
Balance Sheet,الميزانية العمومية,
Balance Value,قيمة الرصيد,
Balance for Account {0} must always be {1},رصيد الحساب لـ {0} يجب ان يكون دائما {1},
Bank,البنك,
Bank Account,الحساب البنكي,
Bank Accounts,حسابات مصرفية,
Bank Draft,مسودة بنكية,
Bank Name,اسم المصرف,
Bank Overdraft Account,حساب السحب من البنك بدون رصيد,
Bank Reconciliation,تسوية بنكية,
Bank Reconciliation Statement,كشف التسوية البنكية,
Bank Statement,كشف حساب بنكي,
Bank Statement Settings,إعدادات كشف الحساب البنكي,
Bank Statement balance as per General Ledger,رصيد كشف الحساب البنكي حسب دفتر الأستاذ عام,
Bank account cannot be named as {0},لا يمكن تسمية الحساب المصرفي باسم {0},
Bank/Cash transactions against party or for internal transfer,معاملات بنكية/نقدية مقابل طرف أو لتحويل داخلي,
Banking,الخدمات البنكية,
Banking and Payments,الخدمات البنكية والمدفوعات,
Barcode {0} already used in Item {1},الباركود {0} مستخدم بالفعل في الصنف {1},
Barcode {0} is not a valid {1} code,الباركود {0} ليس رمز {1} صالحًا,
Based On Payment Terms,بناءً على شروط الدفع,
Batch,دفعة,
Batch Entries,قيود الدفعات,
Batch ID is mandatory,معرف الدُفعة إلزامي,
Batch Inventory,مخزون الدفعات,
Batch Name,اسم الدفعة,
Batch No,رقم الدفعة,
Batch number is mandatory for Item {0},رقم الدفعة إلزامي للصنف {0},
Batch {0} of Item {1} has expired.,انتهت صلاحية الدفعة {0} للصنف {1}.,
Batch {0} of Item {1} is disabled.,الدفعة {0} للصنف {1} معطلة.,
Batch: ,دفعة:,
Batches,الدفعات,
Become a Seller,كن بائعًا,
Bill,فاتورة,
Bill Date,تاريخ الفاتورة,
Bill No,رقم الفاتورة,
Bill of Materials,قائمة مكونات المنتج,
Bill of Materials (BOM),قائمة المواد (BOM),
Billable Hours,ساعات قابلة للفوترة,
Billed,تمت الفوترة,
Billed Amount,القيمة المقدم فاتورة بها,
Billing Address,عنوان الفوترة,
Billing Address is same as Shipping Address,عنوان الفواتير هو نفس عنوان الشحن,
Billing Amount,قيمة الفواتير,
Billing Status,حالة الفواتير,
Billing currency must be equal to either default company's currency or party account currency,يجب أن تكون عملة الفوترة مساوية لعملة الشركة الافتراضية أو عملة حساب الطرف,
Bills raised by Suppliers.,فواتير حولت من قبل الموردين.,
Bills raised to Customers.,فواتير حولت للزبائن.,
Biotechnology,التكنولوجيا الحيوية,
Black,أسود,
Blanket Orders from Costumers.,أوامر شراء شاملة من العملاء.,
Block Invoice,حظر الفاتورة,
Boms,قوائم المواد,
Both Trial Period Start Date and Trial Period End Date must be set,يجب تعيين كل من تاريخ بدء الفترة التجريبية وتاريخ انتهاء الفترة التجريبية,
Both Warehouse must belong to same Company,يجب أن ينتمي المستودع إلى نفس الشركة,
Branch,الفرع,
Broadcasting,إذاعة,
Brokerage,أعمال سمسرة,
Browse BOM,تصفح قائمة المواد,
Budget Against,الميزانية مقابل,
Budget List,قائمة الميزانية,
Budget Variance Report,تقرير إنحرافات الموازنة,
Budget cannot be assigned against Group Account {0},لايمكن أسناد الميزانية للمجموعة Account {0},
"Budget cannot be assigned against {0}, as it's not an Income or Expense account",لا يمكن تعيين الميزانية مقابل {0}، حيث إنها ليست حسابا للدخل أو للمصروفات,
Buildings,المباني,
Bundle items at time of sale.,حزمة الأصناف في وقت البيع.,
Business Development Manager,مدير تطوير الأعمال,
Buy,الشراء,
Buying,المشتريات,
Buying Amount,قيمة الشراء,
Buying Price List,قائمة أسعار الشراء,
Buying Rate,معدل الشراء,
"Buying must be checked, if Applicable For is selected as {0}",يجب أن يتم التحقق الشراء، إذا تم تحديد مطبق للك {0},
By {0},بواسطة {0},
Bypass credit check at Sales Order ,تجاوز الائتمان الاختيار في أمر البيع,
C-Form records,سجلات النموذج - س,
C-form is not applicable for Invoice: {0},C-النموذج لا ينطبق على الفاتورة: {0},
CEO,المدير التنفيذي,
CESS Amount,مبلغ CESS,
CGST Amount,مبلغ CGST,
CRM,إدارة علاقات العملاء,
CWIP Account,حساب CWIP,
Calculated Bank Statement balance,حساب رصيد الحساب المصرفي,
Campaign,حملة,
Can be approved by {0},يمكن الموافقة عليها بواسطة {0},
"Can not filter based on Account, if grouped by Account",لا يمكن الفلتره علي اساس (الحساب)، إذا تم وضعه في مجموعة على اساس (حساب),
"Can not filter based on Voucher No, if grouped by Voucher",لا يمكن الفلتره علي اساس (رقم الأيصال)، إذا تم وضعه في مجموعة على اساس (ايصال),
"Can not mark Inpatient Record Discharged, there are Unbilled Invoices {0}",لا يمكن وضع علامة على سجل المرضى الداخليين، وهناك فواتير غير مدفوعة {0},
Can only make payment against unbilled {0},يمكن إجراء دفعة فقط مقابل فاتورة غير مدفوعة {0},
Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',
"Can't change valuation method, as there are transactions against some items which does not have it's own valuation method",لا یمکن تغییر طریقة التقییم حیث أن ھناك معاملات مقابل بعض الأصناف التي لیس لدیھا طریقة تقییم خاصة,
Can't create standard criteria. Please rename the criteria,لا يمكن إنشاء معايير قياسية. يرجى إعادة تسمية المعايير,
Cancel Material Visit {0} before cancelling this Warranty Claim,إلغاء الزيارة {0} قبل إلغاء طلب الضمانة,
Cancel Material Visits {0} before cancelling this Maintenance Visit,إلغاء المواد الخاصة بالزيارة {0} قبل إلغاء زيارة الصيانة هذه,
Cancel Subscription,إلغاء الاشتراك,
Cancel the journal entry {0} first,قم بإلغاء قيد يومية {0} أولاً,
Canceled,ألغيت,
"Cannot Submit, Employees left to mark attendance",لا يمكن إرسال، ترك الموظفين لوضع علامة الحضور,
Cannot be a fixed asset item as Stock Ledger is created.,لا يمكن أن يكون عنصر الأصول الثابتة كما يتم إنشاء دفتر الأستاذ.,
Cannot cancel because submitted Stock Entry {0} exists,لا يمكن الإلغاء لان هناك قيدات مخزون مقدمة {0} موجوده,
Cannot cancel transaction for Completed Work Order.,لا يمكن إلغاء المعاملة لأمر التشغيل مكتمل.,
Cannot cancel {0} {1} because Serial No {2} does not belong to the warehouse {3},لا يمكن إلغاء {0} {1} لأن Serial No {2} لا ينتمي إلى المستودع {3},
Cannot change Attributes after stock transaction. Make a new Item and transfer stock to the new Item,لا يمكن تغيير سمات بعد معاملة الأسهم. جعل عنصر جديد ونقل الأسهم إلى الصنف الجديد,
Cannot change Fiscal Year Start Date and Fiscal Year End Date once the Fiscal Year is saved.,لا يمكن تغيير تاريخ بدء السنه المالية وتاريخ انتهاء السنه المالية بمجرد حفظ السنه المالية.,
Cannot change Service Stop Date for item in row {0},لا يمكن تغيير تاريخ إيقاف الخدمة للصنف الموجود في الصف {0},
Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.,لا يمكن تغيير خصائص المتغير بعد معاملة المخزون. سيكون عليك عمل عنصر جديد للقيام بذلك.,
"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.",لا يمكن تغيير العملة الافتراضية للشركة، لأن هناك معاملات موجودة. يجب إلغاء المعاملات لتغيير العملة الافتراضية.,
Cannot change status as student {0} is linked with student application {1},لا يمكن تغيير الحالة لان الطالب {0} مترابط مع استمارة الطالب {1},
Cannot convert Cost Center to ledger as it has child nodes,لا يمكن تحويل مركز التكلفة إلى حساب دفتر أستاذ لأنه يحتوي على عقد فرعية,
Cannot covert to Group because Account Type is selected.,لا يمكن تحويل الحساب إلى تصنيف مجموعة لأن نوع الحساب تم اختياره.,
Cannot create Retention Bonus for left Employees,لا يمكن إنشاء مكافأة الاحتفاظ بموظفي اليسار,
Cannot create a Delivery Trip from Draft documents.,لا يمكن استحداث رحلة تسليم لمستند بحالة مسودة,
Cannot deactivate or cancel BOM as it is linked with other BOMs,لا يمكن تعطيل أو إلغاء قائمة المواد لانها مترابطة مع قوائم مواد اخرى,
"Cannot declare as lost, because Quotation has been made.",لا يمكن ان تعلن بانها فقدت، لأنه تم تقديم عرض مسعر.,
Cannot deduct when category is for 'Valuation' or 'Valuation and Total',"لا يمكن الخصم عندما تكون الفئة ""التقييم"" أو ""التقييم والإجمالي""",
Cannot deduct when category is for 'Valuation' or 'Vaulation and Total',"لا يمكن الخصم عندما تكون الفئة ""تقييم"" أو ""تقييم وإجمالي""",
"Cannot delete Serial No {0}, as it is used in stock transactions",لا يمكن حذف الرقم التسلسلي {0}، لانه يتم استخدامها في قيود المخزون,
Cannot enroll more than {0} students for this student group.,لا يمكن تسجيل أكثر من {0} طلاب لمجموعة الطلاب هذه.,
Cannot produce more Item {0} than Sales Order quantity {1},لا يمكن إنتاج كمية من الصنف {0} أكبر من كمية أمر البيع {1},
Cannot promote Employee with status Left,لا يمكن ترقية موظف بحالة مغادرة,
Cannot refer row number greater than or equal to current row number for this Charge type,لا يمكن أن يشير رقم الصف أكبر من أو يساوي رقم الصف الحالي لهذا النوع المسؤول,
Cannot select charge type as 'On Previous Row Amount' or 'On Previous Row Total' for first row,"لا يمكن تحديد نوع التهمة باسم ' في الصف السابق المبلغ ' أو ' في السابق صف إجمالي "" ل لصف الأول",
Cannot set as Lost as Sales Order is made.,لا يمكن تعيينها كمفقودة لأن أمر بيع تم إنشاؤه.,
Cannot set authorization on basis of Discount for {0},لا يمكن تحديد التخويل على أساس حساب المدين {0},
Cannot set multiple Item Defaults for a company.,لا يمكن تعيين عدة عناصر افتراضية لأي شركة.,
Cannot set quantity less than delivered quantity,لا يمكن ضبط كمية أقل من الكمية المسلمة,
Cannot set quantity less than received quantity,لا يمكن تعيين كمية أقل من الكمية المستلمة,
Cannot set the field <b>{0}</b> for copying in variants,لا يمكن تعيين الحقل <b>{0}</b> للنسخ في المتغيرات,
Cannot transfer Employee with status Left,لا يمكن نقل الموظف بالحالة Left,
Cannot {0} {1} {2} without any negative outstanding invoice,{0} {1} {2} لا يمكن من دون أي فاتورة قائمة سالبة,
Capital Equipments,المعدات الكبيرة,
Capital Stock,رأس المال,
Capital Work in Progress,العمل الرأسمالي في التقدم,
Cart,عربة,
Cart is Empty,السلة فارغة,
Case No(s) already in use. Try from Case No {0},رقم الحالة مستخدم بالفعل. حاول من رقم حالة {0},
Cash,نقدية,
Cash Flow Statement,بيان التدفق النقدي,
Cash Flow from Financing,التدفق النقدي من التمويل,
Cash Flow from Investing,التدفق النقد من الاستثمار,
Cash Flow from Operations,التدفق النقدي من العمليات,
Cash In Hand,النقدية الحاضرة,
Cash or Bank Account is mandatory for making payment entry,الحساب النقدي أو البنكي إلزامي لإنشاء سند دفع,
Cashier Closing,إغلاق أمين الصندوق,
Caution,الحذر,
Central Tax,الضريبة المركزية,
Certification,شهادة,
Cess,سيس,
Change Amount,تغيير المبلغ,
Change Item Code,تغيير رمز الصنف,
Change Release Date,تغيير تاريخ الإصدار,
Change Template Code,تغيير قالب القالب,
Changing Customer Group for the selected Customer is not allowed.,غير مسموح بتغيير مجموعة العملاء للعميل المحدد.,
Chapter,الفصل,
Chapter information.,معلومات الفصل.,
Charge of type 'Actual' in row {0} cannot be included in Item Rate,الرسوم من النوع (فعلي) في الصف {0} لا يمكن تضمينها في سعر الصنف,
Chargeble,Chargeble,
Charges are updated in Purchase Receipt against each item,تم تحديث الرسوم في إذن الاستلام مقابل كل صنف,
"Charges will be distributed proportionately based on item qty or amount, as per your selection",وسيتم توزيع تستند رسوم متناسب على الكمية الصنف أو كمية، حسب اختيارك,
Chart of Cost Centers,دليل مراكز التكلفة,
Check all,حدد الكل,
Checkout,دفع,
Chemical,كيماويات,
Cheque,شيك,
Cheque/Reference No,رقم الشيك/المرجع,
Cheques Required,الشيكات المطلوبة,
Cheques and Deposits incorrectly cleared,الشيكات والودائع موضحة او المقاصة تمت بشكل غير صحيح,
Child Task exists for this Task. You can not delete this Task.,مهمة تابعة موجودة لهذه المهمة. لا يمكنك حذف هذه المهمة.,
Child nodes can be only created under 'Group' type nodes,العقد التابعة يمكن أن تنشأ إلا في إطار 'مجموعة' نوع العُقد,
Child warehouse exists for this warehouse. You can not delete this warehouse.,مستودع فرعي موجود لهذا المستودع. لا يمكنك حذف هذا المستودع.,
Circular Reference Error,Circular Reference Error,
Clay,طين,
Clear filters,مرشحات واضحة,
Clear values,القيم واضحة,
Clearance Date,تاريخ التحصيل,
Clearance Date not mentioned,لم يتم ذكر تاريخ الاستحقاق,
Clearance Date updated,تم تحديث تاريخ التخليص,
Clinical Procedure,الإجراء السريري,
Clinical Procedure Template,نموذج الإجراء السريري,
Close Balance Sheet and book Profit or Loss.,اغلاق الميزانية و دفتر الربح أو الخسارة.,
Close Loan,إغلاق القرض,
Close the POS,أغلق POS,
Closed order cannot be cancelled. Unclose to cancel.,الطلب المغلق لايمكن إلغاؤه. ازالة الاغلاق لكي تتمكن من الالغاء,
Closing (Cr),إغلاق (دائن),
Closing (Dr),إغلاق (مدين),
Closing (Opening + Total),الإغلاق (الافتتاحي + الإجمالي),
Closing Account {0} must be of type Liability / Equity,يجب ان يكون الحساب الختامي {0} من النوع متطلبات/الأسهم,
Closing Balance,الرصيد الختامي,
Colour,اللون,
Combined invoice portion must equal 100%,يجب أن يساوي جزء الفاتورة مجتمعة 100%,
Commercial,تجاري,
Commission,عمولة,
Commission Rate %,نسبة العمولة %,
Commission on Sales,عمولة على المبيعات,
Commission rate cannot be greater than 100,لا يمكن أن تكون نسبة العمولة أكبر من 100,
Community Forum,منتديات,
Company (not Customer or Supplier) master.,ماستر الشركة (ليس زبون أو مورد).,
Company Abbreviation,اختصار الشركة,
Company Abbreviation cannot have more than 5 characters,لا يمكن أن يحتوي اختصار الشركة على أكثر من 5 أحرف,
Company Name cannot be Company,اسم الشركة لا يمكن أن تكون شركة,
Company currencies of both the companies should match for Inter Company Transactions.,يجب أن تتطابق عملات الشركة لكلتا الشركتين مع معاملات Inter Inter Company.,
Company is manadatory for company account,الشركة هي manadatory لحساب الشركة,
Company name not same,اسم الشركة ليس مماثل,
Company {0} does not exist,الشركة {0} غير موجودة,
Compensatory leave request days not in valid holidays,أيام طلب الإجازة التعويضية ليست في أيام العطل الصالحة,
Complaint,شكوى,
Completion Date,تاريخ الانتهاء,
Computer,الحاسوب,
Configure,تهيئة,
Configure {0},تكوين {0},
Confirmed orders from Customers.,طلبات مؤكدة من الزبائن.,
Connect Amazon with ERPNext,الاتصال الأمازون مع ITQAN ERP,
Connect Shopify with ERPNext,قم بتوصيل Shopify باستخدام ITQAN ERP,
Connect to Quickbooks,الاتصال Quickbooks,
Connected to QuickBooks,متصلة QuickBooks,
Connecting to QuickBooks,الاتصال QuickBooks,
Consultation,استشارة,
Consultations,الاستشارات,
Consulting,الاستشارات,
Consumable,مستهلك,
Consumed,مستهلك,
Consumed Amount,القيمة المستهلكة,
Consumed Qty,تستهلك الكمية,
Consumer Products,منتجات المستهلك,
Contact Us,اتصل بنا,
Content Masters,الماجستير المحتوى,
Continue Configuration,متابعة التكوين,
Contract,عقد,
Contract End Date must be greater than Date of Joining,يجب أن يكون تاريخ انتهاء العقد بعد تاريخ الالتحاق بالعمل,
Contribution %,المساهمة %,
Contribution Amount,قيمة المساهمة,
